1000 20000
0 999
503 463 33
600 877 99
295 812 83
734 443 93
25 923 12
532 753 49
90 474 78
710 686 22
455 601 63
253 907 61
516 988 69
194 303 84
534 767 19
380 861 46
780 296 87
243 579 41
13 830 100
216 785 20
424 176 61
571 129 66
715 172 88
464 597 56
385 835 47
177 716 87
340 512 21
911 874 50
461 402 65
211 78 93
193 506 98
494 46 22
359 63 31
438 468 50
336 645 19
343 851 26
347 549 98
28 520 56
505 406 61
349 48 66
457 786 97
341 480 74
489 51 53
59 539 17
244 528 18
382 82 11
941 518 50
131 880 16
937 986 7
156 785 72
762 217 7
328 394 87
811 901 12
177 339 7
340 35 40
641 640 57
681 60 42
571 654 13
685 442 27
784 388 18
429 840 29
70 949 68
119 169 43
535 602 51
251 236 94
361 358 28
988 281 32
526 441 65
885 887 4
433 690 57
58 59 20
40 482 98
369 267 83
317 363 56
339 120 54
950 446 5
940 215 21
990 160 50
520 74 27
762 736 68
151 694 61
683 409 36
870 17 79
927 877 47
599 824 7
546 785 22
924 941 5
948 703 43
628 479 5
252 402 37
109 335 99
443 485 60
190 289 22
844 471 49
587 92 66
421 944 44
848 642 15
457 493 8
542 362 71
255 878 65
109 417 52
565 223 20
5 477 21
691 258 98
777 62 44
492 703 28
560 156 1
881 996 18
978 858 52
618 848 81
304 297 77
732 807 62
336 395 18
588 912 11
540 991 67
65 558 26
176 584 92
258 59 20
141 72 21
929 287 35
630 278 65
448 387 39
700 133 90
436 961 47
518 922 82
472 408 7
510 285 6
568 290 17
288 825 33
929 960 29
341 159 91
332 887 51
532 856 32
403 58 100
501 476 3
158 146 4
8 64 70
336 852 1
156 611 77
450 44 70
888 506 8
323 462 35
828 818 15
77 81 16
160 886 95
839 844 82
624 265 43
188 388 14
735 128 38
79 749 57
848 694 7
202 985 65
918 658 29
316 641 16
576 24 63
589 322 65
969 629 75
560 351 98
638 588 16
117 29 44
430 484 22
834 205 73
101 181 85
753 242 75
676 360 20
307 933 99
371 784 81
551 942 4
72 888 36
848 472 59
837 396 34
661 119 85
353 993 8
82 206 67
40 744 30
131 727 48
471 693 10
183 823 88
713 100 75
876 982 68
663 538 81
613 47 11
465 597 2
724 35 47
15 997 11
519 459 50
803 171 71
979 579 37
61 336 74
375 961 67
685 863 20
65 726 96
339 138 37
829 115 48
463 743 81
183 377 50
170 179 60
492 434 73
118 34 8
774 210 92
954 670 71
650 430 95
422 136 25
604 457 24
367 389 11
687 254 84
650 750 20
998 501 70
233 788 91
237 530 6
253 752 50
472 794 12
672 520 50
254 818 80
484 71 99
394 635 64
708 487 96
699 906 78
522 410 52
158 885 24
832 161 70
405 529 76
730 237 19
249 256 22
845 462 36
91 454 8
315 671 50
764 58 62
214 834 59
732 538 22
953 154 5
750 541 78
152 327 43
84 893 69
935 549 68
930 207 49
0 384 71
161 171 10
974 507 66
641 746 20
400 595 20
279 142 52
711 538 85
906 170 100
211 240 56
455 218 26
330 941 47
580 236 34
982 850 35
123 471 99
846 894 34
839 619 30
267 775 99
631 299 95
744 531 99
582 623 49
747 946 15
480 786 63
497 532 16
672 55 65
671 852 39
191 451 5
266 789 50
681 666 44
971 181 18
180 183 27
843 717 96
318 502 61
213 222 76
671 108 44
583 880 2
728 989 20
666 57 56
428 10 18
326 528 14
568 105 36
86 993 9
745 994 34
815 343 71
399 250 9
453 678 18
322 563 65
312 301 45
545 297 68
527 365 57
180 782 28
406 855 58
366 165 3
391 681 10
507 165 1
530 940 88
480 860 70
78 820 72
973 998 2
558 777 62
673 310 85
519 483 23
9 343 91
433 469 14
149 449 27
74 676 24
330 543 48
411 161 76
695 682 31
749 869 48
183 12 100
93 677 82
368 124 56
888 601 76
823 231 27
955 816 57
232 21 4
541 291 30
634 968 47
805 989 16
816 57 76
641 932 94
611 127 32
947 636 61
165 53 44
767 824 86
451 425 66
101 887 47
874 761 43
669 561 5
789 955 63
585 692 60
488 627 6
258 749 56
448 705 6
912 888 47
988 264 8
945 839 92
606 771 84
356 277 68
50 766 87
254 653 57
640 43 84
133 528 64
883 774 94
78 338 39
483 490 41
522 962 58
415 896 24
133 948 75
764 829 64
18 606 13
642 196 32
713 707 52
838 229 34
592 846 86
979 727 98
652 381 18
281 401 21
135 579 35
488 347 91
283 215 45
278 236 94
142 950 69
169 77 78
772 369 5
825 769 8
336 135 38
640 952 75
907 806 18
43 497 53
763 116 20
847 932 8
243 468 22
425 69 85
776 592 60
165 598 92
991 725 58
560 396 97
746 875 5
158 160 54
484 924 7
687 866 54
952 907 88
770 531 71
699 156 87
608 255 44
646 188 2
400 638 45
67 870 61
491 253 32
480 906 78
586 242 52
724 512 73
294 22 24
548 65 18
15 968 48
530 924 65
712 282 37
705 829 58
628 271 46
296 146 50
466 594 80
961 603 2
512 634 94
951 235 95
432 157 47
509 50 57
389 121 15
598 544 59
889 125 50
977 449 52
170 99 61
462 611 43
808 890 36
826 226 68
967 460 27
595 971 17
152 90 95
320 232 39
767 716 57
699 279 38
227 740 21
275 867 48
574 839 13
884 941 11
987 942 29
897 717 59
860 566 56
810 626 65
648 929 69
756 621 40
960 405 66
195 640 46
487 823 83
436 619 79
509 487 60
833 398 80
210 124 18
755 570 65
655 335 3
615 40 87
255 838 99
203 476 81
216 500 92
642 969 84
780 567 29
841 661 79
70 622 4
322 232 40
709 463 40
842 779 37
707 767 94
444 586 64
418 273 16
577 194 47
581 977 87
278 961 69
381 541 27
262 764 50
895 574 100
882 502 87
267 960 13
93 719 71
341 438 21
155 733 85
31 951 8
623 663 62
214 290 55
265 820 96
324 925 13
729 909 76
821 331 85
764 940 61
920 964 1
551 278 57
962 513 44
915 42 38
587 258 66
152 375 77
591 107 9
182 4 9
121 381 13
341 651 58
285 820 33
477 157 34
379 549 81
758 606 60
39 930 85
328 370 35
958 271 15
647 173 83
586 133 63
207 924 76
857 43 76
972 642 61
886 903 28
189 782 4
780 240 41
319 890 9
171 735 54
838 813 85
446 269 37
229 783 68
544 126 33
54 762 66
734 1 74
497 757 85
267 824 30
185 974 3
791 126 37
322 425 37
195 749 42
786 723 73
188 162 91
897 854 71
330 525 77
831 586 67
300 425 35
717 638 5
144 610 6
74 456 82
522 266 17
785 713 95
404 976 73
69 377 6
71 122 9
249 753 45
184 686 50
723 962 96
61 176 97
229 921 7
99 935 46
591 367 40
123 297 86
658 373 40
360 800 48
552 624 12
161 343 53
936 216 13
62 625 51
701 236 17
210 392 90
572 743 98
291 971 36
909 194 69
829 191 83
144 625 56
426 982 54
953 558 89
144 554 8
676 667 69
575 451 90
804 883 69
102 385 32
653 822 83
528 41 33
721 75 77
945 566 73
958 792 84
669 226 72
639 254 97
632 371 5
349 35 59
739 889 7
621 100 53
105 439 80
503 593 93
230 795 48
501 899 65
714 163 14
440 327 73
884 699 26
270 408 61
941 127 6
2 897 22
260 529 27
547 398 53
624 108 8
32 914 45
622 208 18
907 75 45
996 523 15
619 686 82
293 649 30
616 129 19
500 597 25
90 225 2
354 506 80
815 226 94
867 690 68
878 818 42
303 75 88
714 50 3
431 774 2
181 516 57
379 772 90
275 448 62
442 816 6
388 67 59
466 245 75
417 175 38
34 77 53
817 739 32
698 93 30
639 281 50
294 411 15
939 367 60
421 586 27
133 956 9
932 502 36
323 555 42
312 106 34
104 726 20
666 260 36
781 283 97
150 202 53
432 398 70
637 336 50
470 938 95
836 675 58
326 502 86
509 418 85
688 145 100
635 784 29
871 420 69
948 289 70
946 34 62
380 425 13
802 682 89
330 891 81
143 693 18
777 926 88
364 629 77
423 557 33
576 738 18
471 943 85
829 943 56
420 716 1
394 877 98
686 388 49
230 191 5
196 98 21
708 755 61
939 503 45
400 1 9
947 374 39
998 83 49
582 672 46
618 554 28
212 147 39
134 776 2
118 280 91
405 125 83
593 217 63
297 492 49
681 7 62
257 84 35
619 697 65
271 185 61
328 154 5
44 754 39
359 4 19
343 421 30
648 153 7
316 198 52
495 122 56
793 885 76
563 187 77
278 314 85
879 444 11
702 657 1
267 361 28
43 182 74
712 744 64
413 342 15
103 979 2
724 506 51
520 623 68
406 959 50
608 75 26
600 435 28
410 790 39
660 119 83
142 135 66
983 273 22
708 933 43
287 198 36
115 680 55
237 969 91
919 874 38
811 162 29
525 271 45
229 984 97
126 461 38
111 743 55
671 142 2
211 915 24
88 233 18
929 251 48
570 459 25
771 717 10
22 387 10
888 29 21
420 826 76
425 890 69
661 539 65
16 51 10
69 783 23
666 842 93
960 456 9
643 839 50
239 13 73
785 593 67
915 895 94
126 897 28
107 663 38
91 601 88
112 385 86
573 111 2
668 530 89
572 150 23
528 67 52
762 843 16
668 793 87
88 660 14
958 859 56
570 118 63
508 470 85
253 680 57
919 757 95
920 192 93
428 692 46
417 60 12
652 545 12
28 939 46
112 19 23
464 154 65
348 591 34
636 343 6
167 841 49
206 973 48
221 136 23
629 982 53
798 60 32
638 273 96
208 903 59
299 245 82
786 722 23
538 257 7
270 680 70
409 166 96
27 721 40
754 148 49
645 538 23
39 637 75
652 78 63
668 867 36
628 536 18
192 57 43
237 265 78
740 731 10
678 195 21
696 858 28
472 75 15
433 12 5
108 800 78
143 4 18
418 643 37
736 821 53
474 43 18
410 190 82
830 61 43
217 795 63
945 404 56
776 870 77
799 395 83
220 70 66
373 273 49
478 192 79
379 944 60
862 545 45
369 573 94
176 223 50
917 448 61
149 12 85
165 381 38
806 117 74
957 525 13
142 160 2
326 705 34
176 726 98
479 9 65
259 880 22
2 510 26
551 549 32
971 390 21
252 490 19
960 228 18
502 489 70
55 502 45
689 646 30
759 150 19
780 7 76
71 457 54
776 572 55
3 246 43
611 395 93
886 845 38
559 535 13
300 369 33
526 59 84
495 190 98
838 472 100
974 513 51
302 95 55
392 486 89
415 760 62
613 134 52
566 95 93
37 482 81
221 123 51
349 169 88
88 739 50
340 301 44
469 327 60
988 913 53
202 369 58
13 223 26
900 303 53
655 672 31
384 426 64
459 115 91
762 391 17
662 337 51
542 53 85
585 5 70
791 427 46
818 153 97
975 951 21
654 451 59
953 475 87
143 618 53
262 929 96
339 50 3
828 467 82
977 825 87
857 895 79
182 156 26
549 668 15
336 280 96
831 993 97
801 603 67
631 375 89
719 448 28
599 471 77
145 237 68
88 460 1
185 961 74
800 467 97
329 1 69
385 477 75
956 550 19
325 394 88
748 757 41
634 276 33
654 483 69
831 153 98
305 171 63
213 546 33
623 329 23
535 353 36
186 913 29
525 175 2
128 405 26
492 300 65
124 245 94
513 173 51
582 563 83
159 542 80
660 247 55
27 320 71
754 259 98
222 707 41
430 542 21
794 688 6
881 88 64
380 462 40
98 253 83
530 342 38
844 751 44
2 818 3
397 492 46
953 135 5
422 999 97
339 707 32
436 871 75
324 300 4
85 705 45
297 125 53
302 417 42
240 110 83
251 538 47
342 470 67
705 567 61
609 208 7
894 81 39
695 698 96
965 115 96
662 466 17
901 638 99
524 658 78
771 59 39
438 887 35
541 315 10
261 425 1
99 797 59
813 684 25
593 288 24
825 167 18
216 398 28
193 663 60
859 801 61
846 58 36
541 602 32
326 866 57
131 842 44
468 423 4
376 653 7
495 99 26
258 492 60
677 864 74
99 129 38
269 618 18
799 909 78
129 936 96
686 332 6
764 465 25
170 858 56
541 984 97
209 990 94
245 215 97
14 599 56
966 12 93
144 112 32
251 536 57
156 944 34
278 282 69
123 291 88
553 879 27
114 229 67
241 58 10
644 656 98
50 42 36
248 346 39
242 396 67
445 938 33
650 627 19
710 632 97
530 588 43
724 287 57
313 412 83
369 737 71
25 924 25
545 197 59
267 457 22
628 24 87
583 12 90
995 333 2
140 259 62
448 868 84
313 250 3
693 569 80
944 255 91
758 186 22
8 134 84
779 523 8
610 969 79
945 297 99
927 512 52
237 368 74
778 532 37
203 65 89
980 648 97
97 657 64
166 116 76
46 885 53
179 418 64
143 266 47
981 917 40
125 987 1
321 226 94
687 568 17
715 614 25
580 544 36
169 151 93
593 747 82
704 746 14
44 842 68
221 470 69
49 843 12
881 148 59
737 952 43
276 868 25
27 864 84
197 884 29
300 418 16
656 210 74
989 862 91
36 415 42
220 923 47
478 313 89
149 69 24
813 781 62
340 44 15
520 748 73
305 498 65
101 362 3
845 375 90
689 256 82
755 438 12
755 251 66
478 896 63
835 278 67
43 840 44
329 490 21
636 508 63
598 388 49
247 645 74
371 882 55
756 505 80
475 847 45
24 385 36
140 370 77
68 203 26
274 95 73
922 539 79
230 463 52
188 482 52
469 759 79
533 656 5
140 512 8
190 70 58
962 972 26
409 654 1
804 467 56
75 643 57
953 667 54
800 298 24
740 757 62
640 916 44
920 910 99
820 347 86
938 166 58
509 812 76
190 8 90
538 395 29
23 348 7
420 880 44
487 537 7
669 481 6
408 412 26
220 463 58
182 483 89
994 239 36
212 724 7
561 82 42
329 619 4
538 933 87
571 379 76
51 789 75
591 15 99
603 865 21
874 896 7
948 221 63
383 45 27
249 523 100
217 267 35
622 421 64
915 517 26
204 816 91
820 130 96
131 352 82
3 747 6
245 807 13
379 128 97
82 372 2
276 117 3
506 768 89
291 161 44
70 496 37
808 72 81
940 922 67
243 703 64
865 512 99
169 259 93
204 678 20
23 807 82
348 192 23
921 725 1
609 942 11
320 879 19
166 516 16
461 359 94
788 318 11
769 601 71
871 382 31
773 272 10
938 899 15
902 212 31
241 245 90
69 440 89
682 936 73
547 964 96
563 529 45
896 563 17
343 849 9
256 632 92
887 878 34
117 153 4
696 416 99
154 47 82
25 256 45
247 690 10
627 312 6
672 918 58
370 15 34
451 777 3
182 996 95
3 494 82
474 970 38
992 704 71
488 579 6
946 490 55
538 223 83
48 349 46
634 453 15
432 942 38
129 863 71
783 443 4
480 47 90
146 874 76
203 818 71
186 273 35
637 658 19
984 622 52
371 233 20
481 607 94
217 903 25
70 74 3
709 379 68
708 270 100
297 220 42
743 108 30
952 231 9
209 232 43
170 252 36
725 585 76
80 376 19
89 43 3
898 225 12
180 41 38
474 601 23
456 325 21
986 165 28
457 702 77
417 320 83
278 282 30
489 34 74
9 980 21
748 220 79
736 591 71
4 865 68
814 839 14
317 361 32
853 340 14
653 352 26
697 515 16
349 844 77
835 695 57
417 971 5
820 260 55
202 457 98
967 9 69
321 474 64
730 721 4
67 968 51
197 180 70
876 377 59
695 342 57
601 19 84
550 675 51
764 283 23
575 725 20
841 965 52
470 174 77
447 982 69
514 812 61
160 941 82
921 457 61
995 842 65
896 116 61
951 765 84
543 847 55
484 516 46
956 597 84
952 402 32
195 768 46
193 77 35
113 622 26
967 709 42
289 322 73
520 213 13
360 603 55
218 154 2
922 544 46
18 407 79
290 189 26
653 280 20
581 620 15
172 744 61
875 742 34
136 708 9
487 145 27
1 626 87
834 233 82
256 984 6
669 787 59
810 634 84
655 548 37
546 828 58
84 853 40
238 13 91
939 287 18
391 690 63
63 603 90
533 307 29
18 392 2
340 224 64
358 481 65
464 144 55
252 159 65
439 706 95
139 388 72
695 310 46
206 160 47
254 880 20
774 756 28
986 98 12
18 978 29
368 236 18
495 296 60
847 790 72
697 562 94
847 806 20
914 397 62
677 494 82
728 705 37
864 456 96
706 66 64
836 24 11
887 595 75
376 767 89
624 485 27
168 992 4
760 186 95
470 522 42
126 13 86
754 639 30
425 553 7
122 258 79
182 597 71
583 188 99
913 476 52
29 140 10
466 199 29
242 256 94
302 422 37
506 633 8
760 976 36
186 924 20
443 994 80
423 946 64
978 804 39
81 871 82
941 71 9
277 112 63
665 963 88
590 71 13
982 702 65
170 296 29
65 703 52
771 430 14
640 71 36
584 446 91
729 779 56
537 903 67
90 475 31
491 178 6
819 979 69
901 152 68
429 268 62
93 652 19
863 924 32
509 112 17
633 759 85
20 980 59
798 684 9
166 303 69
538 90 91
434 994 90
285 870 48
789 279 65
523 931 66
419 919 99
220 823 84
2 340 43
484 669 15
569 498 31
736 591 72
991 262 59
763 392 73
586 232 56
986 703 8
840 371 20
863 337 37
15 35 4
169 30 22
837 151 55
122 306 44
100 998 70
498 938 19
987 95 79
147 467 42
682 834 82
42 117 36
871 345 68
145 758 91
294 564 29
956 843 78
411 749 5
482 952 97
67 357 33
720 745 2
144 859 74
49 694 83
640 447 55
764 535 45
827 2 9
632 196 70
534 763 83
718 250 53
293 241 79
991 409 93
604 771 80
506 472 42
731 76 99
843 580 85
171 511 54
190 802 69
122 804 53
96 561 95
837 140 91
309 741 48
23 573 90
105 545 56
142 475 91
531 548 32
809 147 86
477 388 72
548 191 15
230 811 43
490 116 33
234 607 24
832 232 82
425 919 50
763 798 73
680 280 79
537 649 3
708 103 82
202 0 84
668 466 89
228 99 11
236 812 56
242 733 61
491 468 91
962 942 80
371 74 12
681 861 20
598 927 74
552 858 69
945 472 91
692 236 67
26 898 92
899 140 75
266 822 1
562 769 5
581 657 5
227 970 43
782 56 34
745 813 96
921 777 66
723 232 79
948 421 95
728 315 76
839 347 39
153 377 75
781 420 15
902 414 62
991 551 97
898 737 58
775 344 97
85 756 94
171 583 83
163 766 31
345 132 14
55 257 26
168 188 96
837 619 80
613 673 66
356 642 91
856 72 23
304 363 38
993 131 20
28 359 33
782 419 2
647 340 41
843 425 50
154 924 9
541 10 32
570 185 44
794 225 39
463 225 94
545 454 24
611 737 22
634 22 61
285 430 86
506 743 1
427 161 55
921 345 75
311 863 34
846 887 8
569 964 46
411 802 25
373 335 85
811 150 10
925 705 12
378 220 64
353 191 39
146 127 84
740 669 7
289 773 20
373 559 93
844 99 62
298 514 90
662 942 18
426 671 24
833 145 15
195 133 77
53 545 75
577 407 78
24 692 93
168 420 19
558 588 74
237 495 33
940 275 79
417 252 12
718 923 88
432 76 52
56 598 85
538 243 84
992 5 59
500 284 12
253 595 15
980 927 95
653 87 84
977 135 3
517 282 76
58 495 70
231 818 48
894 660 79
334 787 32
376 917 37
796 474 74
273 157 49
815 545 76
315 317 41
314 359 20
72 443 80
189 167 90
374 691 95
223 520 66
463 742 3
186 851 68
665 126 2
742 122 26
8 324 2
471 953 48
431 54 47
197 212 20
33 869 44
556 87 25
402 523 32
743 338 82
410 323 23
561 74 79
986 893 7
216 694 23
978 265 66
809 806 67
868 445 61
411 571 91
40 144 56
7 806 7
459 618 15
812 697 93
463 330 56
332 928 96
276 375 98
884 887 3
87 888 41
578 207 60
987 936 48
237 479 99
173 980 53
125 654 19
808 165 3
84 939 76
965 488 56
691 392 89
547 878 75
640 901 71
150 837 45
259 150 47
128 661 47
545 783 98
282 657 4
321 136 96
138 611 46
997 776 16
965 396 26
397 661 68
747 432 12
295 478 43
260 262 75
940 751 50
805 61 24
626 764 39
944 473 78
285 586 76
466 345 35
895 280 35
717 258 94
34 735 46
572 486 89
369 20 3
790 154 14
403 792 88
25 912 44
296 717 80
343 21 3
353 420 63
301 473 55
798 302 100
335 189 39
733 224 72
724 354 54
861 170 10
777 257 29
851 960 42
859 127 96
964 91 56
39 411 57
107 436 75
327 412 82
249 607 27
32 292 63
343 926 83
796 560 30
53 617 3
921 618 92
164 682 10
776 750 56
587 114 22
163 406 46
171 636 25
788 588 78
143 111 82
866 790 85
867 131 97
208 515 65
0 418 98
158 38 91
331 707 37
128 809 5
533 796 69
866 225 34
187 58 57
576 734 40
880 667 56
670 405 2
319 267 3
74 125 58
757 861 68
87 476 21
289 347 100
95 288 61
309 867 9
594 972 39
772 538 65
254 227 50
36 926 32
988 493 43
469 581 61
454 55 88
277 233 72
614 849 23
260 613 82
614 952 82
369 956 1
30 795 2
157 498 72
351 400 100
434 797 32
449 854 27
663 428 6
221 614 20
878 751 69
481 267 58
267 579 31
875 945 90
203 739 56
797 777 50
46 415 54
206 39 26
44 314 10
830 203 43
746 130 41
144 995 16
384 498 19
139 149 94
169 172 79
15 314 70
200 588 9
589 955 61
533 402 63
724 163 41
625 125 80
813 972 11
134 877 39
341 993 28
503 733 72
946 924 22
339 967 2
895 896 44
109 803 31
23 433 77
653 367 61
448 109 69
247 224 13
78 30 64
900 809 60
1 104 49
895 429 86
897 939 21
551 810 25
852 267 74
254 284 39
822 834 64
463 549 100
637 902 56
16 504 51
426 697 98
700 486 58
377 860 38
869 923 81
827 340 85
965 915 20
285 64 70
579 438 21
801 153 50
47 891 57
90 298 49
870 811 94
655 923 33
318 922 68
840 972 84
883 107 95
299 245 37
393 840 7
154 460 80
723 395 8
960 892 19
277 171 88
523 62 23
28 748 90
492 642 43
372 600 12
725 270 99
256 386 93
972 588 93
743 433 18
320 297 29
503 929 52
768 26 42
397 255 85
389 50 15
751 356 34
22 477 58
471 871 78
26 441 56
731 877 83
490 805 54
653 60 38
405 345 28
48 120 91
588 169 6
861 553 83
712 35 56
426 639 17
280 741 92
137 53 86
314 785 81
318 187 93
99 659 48
430 663 24
939 565 28
774 173 42
400 457 26
586 118 96
92 462 4
78 811 73
427 787 87
407 337 47
205 717 3
126 646 95
737 883 6
702 386 80
216 648 45
493 967 29
99 566 15
536 293 89
972 356 65
637 239 41
795 644 86
245 16 26
606 917 82
884 488 94
559 215 72
260 466 56
818 856 81
887 179 13
567 79 19
201 570 97
219 953 15
811 915 92
77 130 38
513 355 31
146 336 52
554 560 1
427 124 90
806 989 65
996 960 71
704 63 53
786 693 72
338 503 12
742 719 7
729 163 18
265 934 51
556 928 53
743 348 57
333 92 100
193 296 55
618 96 20
447 761 30
866 612 96
288 455 13
290 242 58
856 220 78
765 796 1
348 830 14
518 85 44
962 306 88
131 52 88
222 750 68
532 258 70
299 5 23
826 906 51
881 717 28
388 393 69
109 628 49
274 591 86
637 151 79
651 50 51
563 121 71
460 30 62
501 736 63
481 179 33
630 105 44
60 693 48
988 970 92
606 462 9
148 488 53
831 330 79
666 174 49
990 764 46
887 780 46
191 881 25
294 870 6
81 298 98
767 294 85
256 604 30
590 638 51
197 144 3
685 837 30
237 61 6
95 414 10
434 348 82
584 313 92
34 390 48
683 510 77
187 25 13
810 916 9
754 320 88
212 86 67
732 926 96
313 766 10
119 141 5
150 924 13
139 68 53
717 778 4
834 271 23
633 849 30
667 820 91
836 462 14
232 380 72
545 374 10
561 267 91
803 26 94
652 134 71
983 234 28
803 929 49
379 440 71
972 17 56
798 22 84
599 489 37
780 798 36
656 569 64
265 644 78
30 754 37
727 504 86
796 494 23
418 61 51
311 851 1
68 612 49
30 642 15
779 33 26
720 379 4
289 291 68
364 432 92
715 829 90
232 277 51
88 27 12
512 309 27
445 574 76
993 311 34
717 340 36
357 456 38
964 124 68
594 892 36
716 154 36
138 980 84
607 1 21
386 105 16
840 262 17
203 326 93
404 496 7
779 70 10
607 10 60
726 273 35
25 156 96
796 515 3
329 487 88
549 938 30
5 726 49
470 198 30
59 793 94
978 639 45
216 710 46
401 227 23
946 995 97
19 102 19
631 407 42
544 54 95
809 240 31
231 964 7
105 654 18
500 832 78
342 219 22
431 584 75
604 89 3
986 302 52
263 761 42
102 352 26
394 391 55
721 69 51
215 93 59
389 85 50
539 400 65
846 383 98
952 507 85
460 361 100
638 934 23
646 537 98
941 392 69
674 803 68
145 29 73
171 668 99
196 103 28
397 260 54
537 765 30
63 272 15
462 663 35
362 770 99
425 221 33
732 622 12
449 669 45
81 136 26
930 254 93
47 151 76
518 831 71
154 997 1
81 817 31
164 245 15
698 970 63
422 788 28
372 895 73
986 990 31
746 473 57
317 423 72
614 470 49
989 606 86
542 786 30
3 900 25
882 282 13
112 719 33
654 848 94
978 755 76
291 71 68
849 583 76
406 146 26
701 95 13
999 220 65
253 93 85
69 376 98
278 940 55
532 112 44
383 132 30
387 352 30
342 598 18
270 449 63
308 135 29
572 666 75
834 824 45
430 563 38
114 438 15
704 69 15
247 874 35
598 194 38
968 739 28
720 354 39
586 380 39
993 933 72
848 64 51
17 213 24
720 38 91
773 734 93
425 75 24
331 437 71
318 252 82
759 614 38
485 619 96
338 262 11
906 652 89
489 161 32
951 432 20
154 733 11
31 514 9
971 635 31
926 513 99
424 253 6
983 728 17
790 545 1
329 958 28
594 300 92
324 55 34
868 885 22
822 450 38
120 632 98
817 480 50
332 59 27
212 855 39
212 24 30
263 527 46
222 283 8
26 952 7
136 13 28
623 797 62
835 297 79
376 863 13
811 416 57
267 974 62
481 616 68
499 663 99
539 22 66
451 501 18
923 620 84
551 734 34
137 480 6
653 443 80
810 752 7
701 727 18
263 558 94
117 536 36
206 177 65
447 974 29
119 180 57
373 20 86
362 994 1
835 261 46
631 219 60
422 651 10
71 851 95
694 998 40
636 848 7
110 776 70
530 281 72
648 119 6
394 707 39
744 264 18
778 769 96
779 743 51
249 508 73
514 938 68
793 416 57
343 232 57
330 162 16
891 25 51
231 830 93
478 274 8
81 698 30
470 303 74
934 1 57
350 25 91
371 991 18
430 324 36
254 872 38
678 919 44
654 91 70
338 1 69
42 603 15
814 171 60
556 479 25
857 338 54
655 414 34
288 985 31
148 903 98
726 736 29
598 622 70
267 206 89
791 898 46
763 77 23
528 927 68
596 309 54
282 921 59
897 761 16
840 861 20
772 775 82
658 686 17
168 227 34
325 424 9
375 318 27
912 203 18
590 315 92
180 416 14
368 745 14
897 251 63
44 555 62
870 211 48
246 990 47
640 755 32
125 72 68
259 284 6
245 767 36
802 314 93
859 290 30
697 119 5
880 353 54
213 493 56
466 76 83
992 712 59
557 360 26
175 61 60
778 395 45
170 386 19
359 295 40
418 396 76
536 933 12
984 142 10
269 615 42
694 971 57
632 984 69
922 820 34
223 353 26
53 20 71
725 268 28
961 266 90
651 602 54
815 211 9
413 900 1
645 980 43
746 248 50
221 652 11
80 2 20
105 854 2
828 605 93
927 763 59
467 584 15
35 361 44
569 773 12
314 263 88
979 916 64
77 972 74
861 658 12
670 363 91
982 984 45
688 586 68
880 530 44
451 765 45
514 393 32
855 991 67
844 722 65
256 295 21
562 71 84
64 252 22
623 124 94
606 328 20
217 526 1
933 479 16
954 906 40
516 41 46
745 710 61
145 2 66
168 943 21
503 741 98
728 473 27
155 959 17
915 54 50
59 956 78
203 122 17
897 972 24
627 701 81
948 293 34
427 126 63
730 622 77
61 503 66
195 670 62
964 976 94
314 105 73
799 78 14
952 828 32
30 337 25
396 923 65
247 590 25
324 211 71
355 354 51
844 263 47
420 525 26
543 399 33
866 735 92
886 562 4
515 954 24
679 498 49
311 625 62
741 204 84
27 64 14
298 939 68
798 453 68
585 508 13
557 830 52
382 757 83
507 692 76
963 528 92
65 942 13
851 774 74
873 799 64
968 643 65
992 864 12
706 455 23
302 921 50
329 684 96
147 881 31
987 222 28
519 435 93
733 972 38
336 812 37
410 17 10
134 544 14
690 248 19
757 455 34
398 225 46
511 595 17
232 62 11
259 944 27
127 650 65
847 900 53
576 792 72
584 97 30
387 35 35
716 738 70
98 890 23
860 96 33
324 710 60
606 158 36
919 652 10
450 875 53
148 910 3
370 837 33
126 374 53
980 643 2
822 129 14
700 916 41
210 526 99
52 384 38
549 157 42
944 72 42
436 643 75
398 98 11
131 204 3
93 458 86
508 815 69
154 835 83
692 283 83
746 839 74
81 63 10
507 83 31
382 116 80
223 696 42
576 822 2
697 383 15
149 561 3
601 84 87
306 454 88
872 840 58
28 873 84
665 355 25
909 685 6
998 580 37
360 912 81
519 957 25
109 94 81
905 380 7
396 494 28
366 704 9
262 586 60
965 331 52
194 854 57
385 103 99
607 3 30
180 930 79
269 989 38
40 822 48
469 42 55
276 937 9
108 967 100
599 954 67
667 588 81
550 447 89
722 36 70
775 719 19
84 988 95
450 414 19
951 29 25
975 285 87
934 280 63
258 846 39
142 704 69
776 3 6
120 779 34
615 4 3
133 481 95
687 206 88
931 200 60
399 721 15
588 760 41
944 416 68
301 824 2
474 439 38
619 607 46
810 293 67
621 316 67
122 695 13
122 185 47
507 545 53
736 901 84
896 134 22
758 438 71
630 874 19
647 810 24
807 687 8
207 903 28
43 978 79
608 509 6
616 196 25
40 631 22
112 99 25
867 862 42
587 925 37
16 868 55
277 964 17
390 907 74
168 654 23
497 240 32
567 887 4
22 466 15
967 543 67
233 783 33
986 317 78
952 451 68
758 928 26
472 430 56
12 661 4
893 266 26
696 148 11
425 911 14
383 334 55
961 210 84
188 367 66
